"~id","~start_node_id","~end_node_id","~relationship_type","rel_class","from_id","to_id","id","rel_id"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1161932002396471322","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","2gTJhghMT81QThk15l2VwR","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->2gTJhghMT81QThk15l2VwR","0sAYN8OJzFKu1rNoJBdSki"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1159680202582786074","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:47","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","3dkFAzOGrAIuOzY_RdrdVv","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->3dkFAzOGrAIuOzY_RdrdVv","0sAYN8OJzFKu1rNoJBdSki"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152924803141730331","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","0fqX614OH1YO1Njdxms2$Q","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->0fqX614OH1YO1Njdxms2$Q","1NsDI1QVHFMfwizftDPlfC"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1155176602955415579","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","0rh7bRO0L9fg1NzgGKU$Ut","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->0rh7bRO0L9fg1NzgGKU$Ut","1NsDI1QVHFMfwizftDPlfC"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1157428402769100827","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","3roxUKbVv98xiUcl22_T07","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->3roxUKbVv98xiUcl22_T07","1NsDI1QVHFMfwizftDPlfC"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1159680202582786075","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","0Lvk$Qa81D5et3l3a4S9Vk","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->0Lvk$Qa81D5et3l3a4S9Vk","1NsDI1QVHFMfwizftDPlfC"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1161932002396471323","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","2ddLgAnQf4mBfh5IpUp54U","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->2ddLgAnQf4mBfh5IpUp54U","1NsDI1QVHFMfwizftDPlfC"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1164183802210156571","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","2fjJuPht9EIQaZQYZfC1Op","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->2fjJuPht9EIQaZQYZfC1Op","1NsDI1QVHFMfwizftDPlfC"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152924803141730332","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:28","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:48","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:347","2r_8UEywH9_RLHe8z$Xa8J","0h96c29SfAxQbCDOLFZN7y:IfcMaterial:347->2r_8UEywH9_RLHe8z$Xa8J","0h96c29SfAxQbCDOLFZN7y"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1155176602955415580","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:28","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:49","ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:347","2cc4uJUVv5BevbidUpn1H3","0h96c29SfAxQbCDOLFZN7y:IfcMaterial:347->2cc4uJUVv5BevbidUpn1H3","0h96c29SfAxQbCDOLFZN7y"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1155177702467043357","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","0DyViLJJ175RvWQi1rE7a6","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->0DyViLJJ175RvWQi1rE7a6","32VVuS88fAuuHaSNYFaS2D"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1157429502280728605","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","3SGBcf7Lv0r80vKtUCgOpf","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->3SGBcf7Lv0r80vKtUCgOpf","32VVuS88fAuuHaSNYFaS2D"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1159681302094413853","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","3oNJ9yHi5FJuFnK8yg68Yt","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->3oNJ9yHi5FJuFnK8yg68Yt","32VVuS88fAuuHaSNYFaS2D"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1164184901721784349","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","2gTJhghMT81QThk15l2VwR","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->2gTJhghMT81QThk15l2VwR","32VVuS88fAuuHaSNYFaS2D"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152925902653358109","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:46","CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","0pFmhV8oD1dB40_b4pscr8","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->0pFmhV8oD1dB40_b4pscr8","32VVuS88fAuuHaSNYFaS2D"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1161933101908099101","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:47","CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","3dkFAzOGrAIuOzY_RdrdVv","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->3dkFAzOGrAIuOzY_RdrdVv","32VVuS88fAuuHaSNYFaS2D"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152927002164985886","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","AGGREGATES","IfcRelAggregates","0c$N1CTon2BB2Sp89385G8","1Ano2ZUxnEIvVQ_beukl8b","2Z0bwx$9T0uvCFhebTd6KT:0c$N1CTon2BB2Sp89385G8->1Ano2ZUxnEIvVQ_beukl8b","2Z0bwx$9T0uvCFhebTd6KT"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152921504606847036","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:60","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","18DB$FpSH4QhNntrrSRVGz","0c$N1CTon2BB2Sp89385G8","141p4IPfrBnRJ5dWbakDZK:18DB$FpSH4QhNntrrSRVGz->0c$N1CTon2BB2Sp89385G8","141p4IPfrBnRJ5dWbakDZK"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152925902653358110","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","CONTAINED_IN","IfcRelContainedInSpatialStructure","0c$N1CTon2BB2Sp89385G8","2iPwJwpPDCSgMheXwk9cBT","29g4gBcuH0hgx5H$n5Th1$:0c$N1CTon2BB2Sp89385G8->2iPwJwpPDCSgMheXwk9cBT","29g4gBcuH0hgx5H$n5Th1$"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1155178801978671137","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:33","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","AGGREGATES","IfcRelAggregates","1Pbuu0tu59NfhrTsztVBK1","0c$N1CTon2BB2Sp89385G8","125RJLSU1E$x$3y4Ura4jb:1Pbuu0tu59NfhrTsztVBK1->0c$N1CTon2BB2Sp89385G8","125RJLSU1E$x$3y4Ura4jb"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152928101676613667","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:35","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","ASSOCIATED_CLASSIFICATION","IfcRelAssociatesClassification","IfcClassificationReference:35","0c$N1CTon2BB2Sp89385G8","03PQtV4nbFoPd97bT_31oH:IfcClassificationReference:35->0c$N1CTon2BB2Sp89385G8","03PQtV4nbFoPd97bT_31oH"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152927002164985887","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:31","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:32","AGGREGATES","IfcRelAggregates","2Ndyd$OSX7s9A04nc4lyye","23sFQGRy90RxVbRHD9iSE2","0oxik3NHL8WwNmRqfgUDeo:2Ndyd$OSX7s9A04nc4lyye->23sFQGRy90RxVbRHD9iSE2","0oxik3NHL8WwNmRqfgUDeo"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:6917534525199220769","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:32","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:33","AGGREGATES","IfcRelAggregates","23sFQGRy90RxVbRHD9iSE2","1Pbuu0tu59NfhrTsztVBK1","3zDClUSv10BgOdMB11_kd4:23sFQGRy90RxVbRHD9iSE2->1Pbuu0tu59NfhrTsztVBK1","3zDClUSv10BgOdMB11_kd4"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152927002164985890","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","0fqX614OH1YO1Njdxms2$Q","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->0fqX614OH1YO1Njdxms2$Q","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1155178801978671138","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","0rh7bRO0L9fg1NzgGKU$Ut","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->0rh7bRO0L9fg1NzgGKU$Ut","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1157430601792356386","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","3roxUKbVv98xiUcl22_T07","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->3roxUKbVv98xiUcl22_T07","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1159682401606041634","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","0Lvk$Qa81D5et3l3a4S9Vk","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->0Lvk$Qa81D5et3l3a4S9Vk","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1161934201419726882","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2ddLgAnQf4mBfh5IpUp54U","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2ddLgAnQf4mBfh5IpUp54U","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1164186001233412130","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2fjJuPht9EIQaZQYZfC1Op","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2fjJuPht9EIQaZQYZfC1Op","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1166437801047097378","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:48","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2r_8UEywH9_RLHe8z$Xa8J","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2r_8UEywH9_RLHe8z$Xa8J","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1168689600860782626","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:49","AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2cc4uJUVv5BevbidUpn1H3","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2cc4uJUVv5BevbidUpn1H3","29hd6AocXDXOth5fT8VPXL"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152921504606847037","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:61","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","0hVJYXG1r7ywQAq8Vpug40","0DyViLJJ175RvWQi1rE7a6","37JtmMF1HE8uDDbwzFG43E:0hVJYXG1r7ywQAq8Vpug40->0DyViLJJ175RvWQi1rE7a6","37JtmMF1HE8uDDbwzFG43E"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152922604118474802","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:50","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","0VVWsZ$_bFHgmAwNtcydte","0DyViLJJ175RvWQi1rE7a6","1SWTv4zQ95LhMduNc2qS5N:0VVWsZ$_bFHgmAwNtcydte->0DyViLJJ175RvWQi1rE7a6","1SWTv4zQ95LhMduNc2qS5N"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152921504606847027","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:51","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","0ek$CCUjnFefFg04xFxxG_","3SGBcf7Lv0r80vKtUCgOpf","19ODOikkP12ekL3tHCBrti:0ek$CCUjnFefFg04xFxxG_->3SGBcf7Lv0r80vKtUCgOpf","19ODOikkP12ekL3tHCBrti"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152922604118474804","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:52","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","22KfX2yaj4UBecOFxQr$3y","3SGBcf7Lv0r80vKtUCgOpf","3i60ni0ojBxOwszT3oi472:22KfX2yaj4UBecOFxQr$3y->3SGBcf7Lv0r80vKtUCgOpf","3i60ni0ojBxOwszT3oi472"
"5:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1152921504606847029","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:53","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","2DaAsqJGPDexb$sFANyw0e","3oNJ9yHi5FJuFnK8yg68Yt","0yeZtWBK50_x61UkYOEKtO:2DaAsqJGPDexb$sFANyw0e->3oNJ9yHi5FJuFnK8yg68Yt","0yeZtWBK50_x61UkYOEKtO"