"~start_node_id","~start_node_labels","~start_node_property_properties::LoadBearing::kind","~start_node_property_properties::Status::kind","~start_node_property_properties::IsExternal::kind","~start_node_property_properties::Status::enumeration_name","~start_node_property_properties::LoadBearing::value","~start_node_property_name","~start_node_property_id","~start_node_property_properties::IsExternal::value","~start_node_property_properties::Status::domain","~start_node_property_properties::Status::value","~relationship_type","~relationship_property_rel_class","~relationship_property_from_id","~relationship_property_to_id","~relationship_property_id","~relationship_property_rel_id","~end_node_id","~end_node_labels","~end_node_property_predefined_type","~end_node_property_name","~end_node_property_id","~start_node_property_properties::ConstructionMethod::kind","~start_node_property_properties::ConstructionMethod::value","~start_node_property_quantities::NetVolume::kind","~start_node_property_quantities::Length::kind","~start_node_property_quantities::Width::value","~start_node_property_quantities::NetSideArea::value","~start_node_property_quantities::NetVolume::value","~start_node_property_quantities::Width::kind","~start_node_property_quantities::NetSideArea::kind","~start_node_property_quantities::Length::value","~start_node_property_quantities::CrossSectionArea::kind","~start_node_property_quantities::CrossSectionArea::value","~start_node_property_predefined_type","~start_node_property_code","~start_node_property_scheme_id","~start_node_property_uri"
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:1","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_WallCommon","3UegLqoYrB5QLJ1Fl0C0gk","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","3UegLqoYrB5QLJ1Fl0C0gk","2gTJhghMT81QThk15l2VwR","3pBPuLNjn30eidIcFKyIfx:3UegLqoYrB5QLJ1Fl0C0gk->2gTJhghMT81QThk15l2VwR","3pBPuLNjn30eidIcFKyIfx","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","ELEMENT;IfcWall","MISSING","house - inner wall","2gTJhghMT81QThk15l2VwR",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:3","IfcPropertySet;PSET",,"EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>",,"Pset_RoofCommon","3IC75ptmHAcfynDO0H7l6Q","true","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","3IC75ptmHAcfynDO0H7l6Q","2iPwJwpPDCSgMheXwk9cBT","0PA6R2Jzr52AHk58oxcy4K:3IC75ptmHAcfynDO0H7l6Q->2iPwJwpPDCSgMheXwk9cBT","0PA6R2Jzr52AHk58oxcy4K","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof","MISSING","house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:4","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_BeamCommon","2ups0JG6n1VvC4pdB0zluW","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","2ups0JG6n1VvC4pdB0zluW","0fqX614OH1YO1Njdxms2$Q","1ZAknfDjDF1eszlAeNdiun:2ups0JG6n1VvC4pdB0zluW->0fqX614OH1YO1Njdxms2$Q","1ZAknfDjDF1eszlAeNdiun","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","ELEMENT;IfcBeam","MISSING","girder","0fqX614OH1YO1Njdxms2$Q",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:6","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_BeamCommon","00EBcbCmP36Q43kDOMVxR1","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","00EBcbCmP36Q43kDOMVxR1","0rh7bRO0L9fg1NzgGKU$Ut","256YYp2JL6Cx0WbxeIKq$J:00EBcbCmP36Q43kDOMVxR1->0rh7bRO0L9fg1NzgGKU$Ut","256YYp2JL6Cx0WbxeIKq$J","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","ELEMENT;IfcBeam","MISSING","girder","0rh7bRO0L9fg1NzgGKU$Ut",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:8","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_BeamCommon","0fB$YzpQ9F5fXAwW3qqCyT","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","0fB$YzpQ9F5fXAwW3qqCyT","3roxUKbVv98xiUcl22_T07","3s2cOWY_f7xgExVmLuOC1F:0fB$YzpQ9F5fXAwW3qqCyT->3roxUKbVv98xiUcl22_T07","3s2cOWY_f7xgExVmLuOC1F","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","ELEMENT;IfcBeam","MISSING","girder","3roxUKbVv98xiUcl22_T07",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:10","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_BeamCommon","0PBH0wkMXC_RjGQReUd5h1","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","0PBH0wkMXC_RjGQReUd5h1","0Lvk$Qa81D5et3l3a4S9Vk","1kfOxVaUn7igK3ixTIT1mm:0PBH0wkMXC_RjGQReUd5h1->0Lvk$Qa81D5et3l3a4S9Vk","1kfOxVaUn7igK3ixTIT1mm","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","ELEMENT;IfcBeam","MISSING","girder","0Lvk$Qa81D5et3l3a4S9Vk",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:12","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_BeamCommon","2QF6RwHpj16gEJ1wh5SKZA","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","2QF6RwHpj16gEJ1wh5SKZA","2ddLgAnQf4mBfh5IpUp54U","1_Mz54MgPEf8invct8zsn4:2QF6RwHpj16gEJ1wh5SKZA->2ddLgAnQf4mBfh5IpUp54U","1_Mz54MgPEf8invct8zsn4","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","ELEMENT;IfcBeam","MISSING","girder","2ddLgAnQf4mBfh5IpUp54U",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:14","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_BeamCommon","1l$mN4mE5EtgtEWbu7EEvJ","false","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","1l$mN4mE5EtgtEWbu7EEvJ","2fjJuPht9EIQaZQYZfC1Op","1A$xLWc2zFTAP4pjkGmuxr:1l$mN4mE5EtgtEWbu7EEvJ->2fjJuPht9EIQaZQYZfC1Op","1A$xLWc2zFTAP4pjkGmuxr","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","ELEMENT;IfcBeam","MISSING","girder","2fjJuPht9EIQaZQYZfC1Op",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:51","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_WallCommon","0ek$CCUjnFefFg04xFxxG_","true","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","0ek$CCUjnFefFg04xFxxG_","3SGBcf7Lv0r80vKtUCgOpf","19ODOikkP12ekL3tHCBrti:0ek$CCUjnFefFg04xFxxG_->3SGBcf7Lv0r80vKtUCgOpf","19ODOikkP12ekL3tHCBrti","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","ELEMENT;IfcWall","MISSING","house - outer wall - house front","3SGBcf7Lv0r80vKtUCgOpf",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:53","IfcPropertySet;PSET",,"EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>",,"Pset_WallCommon","2DaAsqJGPDexb$sFANyw0e","true","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","2DaAsqJGPDexb$sFANyw0e","3oNJ9yHi5FJuFnK8yg68Yt","0yeZtWBK50_x61UkYOEKtO:2DaAsqJGPDexb$sFANyw0e->3oNJ9yHi5FJuFnK8yg68Yt","0yeZtWBK50_x61UkYOEKtO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","ELEMENT;IfcWall","MISSING","house - outer wall - house front right","3oNJ9yHi5FJuFnK8yg68Yt",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:60","IfcPropertySet;PSET",,,,,,"Pset_BuildingCommon","18DB$FpSH4QhNntrrSRVGz",,,,"DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","18DB$FpSH4QhNntrrSRVGz","0c$N1CTon2BB2Sp89385G8","141p4IPfrBnRJ5dWbakDZK:18DB$FpSH4QhNntrrSRVGz->0c$N1CTon2BB2Sp89385G8","141p4IPfrBnRJ5dWbakDZK","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","IfcBuilding;SPATIAL",,"Single-family house","0c$N1CTon2BB2Sp89385G8","SingleValue","new construction",,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:61","IfcPropertySet;PSET","SingleValue","EnumeratedValue","SingleValue","#<BimTools::IfcManager::Types::IfcLabel:0x000001cc1a1a45b8>","true","Pset_WallCommon","0hVJYXG1r7ywQAq8Vpug40","true","['NEW','EXISTING','DEMOLISH','TEMPORARY','OTHER','NOTKNOWN','UNSET']","UNSET","DEFINED_BY_PROPERTIES","IfcRelDefinesByProperties","0hVJYXG1r7ywQAq8Vpug40","0DyViLJJ175RvWQi1rE7a6","37JtmMF1HE8uDDbwzFG43E:0hVJYXG1r7ywQAq8Vpug40->0DyViLJJ175RvWQi1rE7a6","37JtmMF1HE8uDDbwzFG43E","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","ELEMENT;IfcWall","MISSING","house - outer wall - house back","0DyViLJJ175RvWQi1rE7a6",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:0","IfcElementQuantity;QSET",,,,,,"Qto_WallBaseQuantities","16mzz5kV15mAyMAccFRkj4",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","16mzz5kV15mAyMAccFRkj4","3oNJ9yHi5FJuFnK8yg68Yt","1BA0VHArv909Ms582hMplk:16mzz5kV15mAyMAccFRkj4->3oNJ9yHi5FJuFnK8yg68Yt","1BA0VHArv909Ms582hMplk","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","ELEMENT;IfcWall","MISSING","house - outer wall - house front right","3oNJ9yHi5FJuFnK8yg68Yt",,,"IfcQuantityVolume","IfcQuantityLength",200.0000000000498,3.7284567106731448,0.7456913421348146,"IfcQuantityLength","IfcQuantityArea",1299.9999999999152,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:2","IfcElementQuantity;QSET",,,,,,"Qto_WallBaseQuantities","3BkYHDW2b4LxsPRJLXlKa9",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","3BkYHDW2b4LxsPRJLXlKa9","2gTJhghMT81QThk15l2VwR","3vxMmWz_j0mgJTa6nPhy_B:3BkYHDW2b4LxsPRJLXlKa9->2gTJhghMT81QThk15l2VwR","3vxMmWz_j0mgJTa6nPhy_B","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","ELEMENT;IfcWall","MISSING","house - inner wall","2gTJhghMT81QThk15l2VwR",,,"IfcQuantityVolume","IfcQuantityLength",200.00000000007506,15.222870132019404,3.044574026405024,"IfcQuantityLength","IfcQuantityArea",3900.000000000167,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:5","IfcElementQuantity;QSET",,,,,,"Qto_BeamBaseQuantities","2HMsp_L9P6I8CwQ6HNOQ_0",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","2HMsp_L9P6I8CwQ6HNOQ_0","0fqX614OH1YO1Njdxms2$Q","18SCBIM$j6SxZvzgf0z8dm:2HMsp_L9P6I8CwQ6HNOQ_0->0fqX614OH1YO1Njdxms2$Q","18SCBIM$j6SxZvzgf0z8dm","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","ELEMENT;IfcBeam","MISSING","girder","0fqX614OH1YO1Njdxms2$Q",,,"IfcQuantityVolume","IfcQuantityLength",,,0.05400000000000011,,,2699.9999999999427,"IfcQuantityArea",0.020000000000000465,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:7","IfcElementQuantity;QSET",,,,,,"Qto_BeamBaseQuantities","28d0zpbA1FDgNVOoP3DC9B",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","28d0zpbA1FDgNVOoP3DC9B","0rh7bRO0L9fg1NzgGKU$Ut","13Ef3vovv1FBMPINZDiMkh:28d0zpbA1FDgNVOoP3DC9B->0rh7bRO0L9fg1NzgGKU$Ut","13Ef3vovv1FBMPINZDiMkh","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","ELEMENT;IfcBeam","MISSING","girder","0rh7bRO0L9fg1NzgGKU$Ut",,,"IfcQuantityVolume","IfcQuantityLength",,,0.1160000000000022,,,5799.999999999974,"IfcQuantityArea",0.02000000000000047,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:9","IfcElementQuantity;QSET",,,,,,"Qto_BeamBaseQuantities","30SHzCjOj6gPOjYeg44wl2",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","30SHzCjOj6gPOjYeg44wl2","3roxUKbVv98xiUcl22_T07","2RqoGRc4HDKxh0mXR9aubO:30SHzCjOj6gPOjYeg44wl2->3roxUKbVv98xiUcl22_T07","2RqoGRc4HDKxh0mXR9aubO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","ELEMENT;IfcBeam","MISSING","girder","3roxUKbVv98xiUcl22_T07",,,"IfcQuantityVolume","IfcQuantityLength",,,0.011999999999998965,,,599.9999999999343,"IfcQuantityArea",0.020000000000000465,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:11","IfcElementQuantity;QSET",,,,,,"Qto_BeamBaseQuantities","0kLKoeMc5BnhcvmJ1GtKjL",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","0kLKoeMc5BnhcvmJ1GtKjL","0Lvk$Qa81D5et3l3a4S9Vk","3xGoWtpb5DkfUR1FSc5StW:0kLKoeMc5BnhcvmJ1GtKjL->0Lvk$Qa81D5et3l3a4S9Vk","3xGoWtpb5DkfUR1FSc5StW","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","ELEMENT;IfcBeam","MISSING","girder","0Lvk$Qa81D5et3l3a4S9Vk",,,"IfcQuantityVolume","IfcQuantityLength",,,0.08000000000000046,,,3999.9999999999313,"IfcQuantityArea",0.02000000000000046,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:13","IfcElementQuantity;QSET",,,,,,"Qto_BeamBaseQuantities","0dIg8JLuXAjP9eWTNPMJjH",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","0dIg8JLuXAjP9eWTNPMJjH","2ddLgAnQf4mBfh5IpUp54U","1Re7jJq7TFuwWj5pYY61Bl:0dIg8JLuXAjP9eWTNPMJjH->2ddLgAnQf4mBfh5IpUp54U","1Re7jJq7TFuwWj5pYY61Bl","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","ELEMENT;IfcBeam","MISSING","girder","2ddLgAnQf4mBfh5IpUp54U",,,"IfcQuantityVolume","IfcQuantityLength",,,0.11600000000000217,,,5799.999999999974,"IfcQuantityArea",0.020000000000000465,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:15","IfcElementQuantity;QSET",,,,,,"Qto_BeamBaseQuantities","3wSFIICx575gqnRY4FYR_E",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","3wSFIICx575gqnRY4FYR_E","2fjJuPht9EIQaZQYZfC1Op","2AUcjx78L3PAQTSMpi8$sr:3wSFIICx575gqnRY4FYR_E->2fjJuPht9EIQaZQYZfC1Op","2AUcjx78L3PAQTSMpi8$sr","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","ELEMENT;IfcBeam","MISSING","girder","2fjJuPht9EIQaZQYZfC1Op",,,"IfcQuantityVolume","IfcQuantityLength",,,0.11600000000000223,,,5799.999999999974,"IfcQuantityArea",0.020000000000000472,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:50","IfcElementQuantity;QSET",,,,,,"Qto_WallBaseQuantities","0VVWsZ$_bFHgmAwNtcydte",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","0VVWsZ$_bFHgmAwNtcydte","0DyViLJJ175RvWQi1rE7a6","1SWTv4zQ95LhMduNc2qS5N:0VVWsZ$_bFHgmAwNtcydte->0DyViLJJ175RvWQi1rE7a6","1SWTv4zQ95LhMduNc2qS5N","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","ELEMENT;IfcWall","MISSING","house - outer wall - house back","0DyViLJJ175RvWQi1rE7a6",,,"IfcQuantityVolume","IfcQuantityLength",200.0000000000794,21.43257684268954,4.28651536853961,"IfcQuantityLength","IfcQuantityArea",5200.000000000204,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:52","IfcElementQuantity;QSET",,,,,,"Qto_WallBaseQuantities","22KfX2yaj4UBecOFxQr$3y",,,,"DEFINED_BY_QUANTITIES","IfcRelDefinesByProperties","22KfX2yaj4UBecOFxQr$3y","3SGBcf7Lv0r80vKtUCgOpf","3i60ni0ojBxOwszT3oi472:22KfX2yaj4UBecOFxQr$3y->3SGBcf7Lv0r80vKtUCgOpf","3i60ni0ojBxOwszT3oi472","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","ELEMENT;IfcWall","MISSING","house - outer wall - house front","3SGBcf7Lv0r80vKtUCgOpf",,,"IfcQuantityVolume","IfcQuantityLength",200.00000000009933,14.65654653888909,2.9313093077792742,"IfcQuantityLength","IfcQuantityArea",3800.0000000000714,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:16","IfcFootingType;TYPE",,,,,,"house - foundation","39zsrh6sTE69jN0aDa_2y3",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","39zsrh6sTE69jN0aDa_2y3","0pFmhV8oD1dB40_b4pscr8","2Ca0YqD5bBUxjYPcKrr8dB:39zsrh6sTE69jN0aDa_2y3->0pFmhV8oD1dB40_b4pscr8","2Ca0YqD5bBUxjYPcKrr8dB","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:46","ELEMENT;IfcFooting","MISSING","house - foundation","0pFmhV8oD1dB40_b4pscr8",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:17","IfcWallType;TYPE",,,,,,"house - outer wall - house back","0_8SeeJGr948J4bU1RPXce",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","0_8SeeJGr948J4bU1RPXce","0DyViLJJ175RvWQi1rE7a6","1Dq$Dv2C19kvvXmEBQkP5l:0_8SeeJGr948J4bU1RPXce->0DyViLJJ175RvWQi1rE7a6","1Dq$Dv2C19kvvXmEBQkP5l","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","ELEMENT;IfcWall","MISSING","house - outer wall - house back","0DyViLJJ175RvWQi1rE7a6",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:18","IfcWallType;TYPE",,,,,,"house - outer wall - house front","0KOC4PbVP4CgUUcPIljzX8",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","0KOC4PbVP4CgUUcPIljzX8","3SGBcf7Lv0r80vKtUCgOpf","2j$nW3pT9Fewa4SjRDvSsa:0KOC4PbVP4CgUUcPIljzX8->3SGBcf7Lv0r80vKtUCgOpf","2j$nW3pT9Fewa4SjRDvSsa","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","ELEMENT;IfcWall","MISSING","house - outer wall - house front","3SGBcf7Lv0r80vKtUCgOpf",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:19","IfcWallType;TYPE",,,,,,"house - outer wall - house front right","2JyKYAYaHEEwkOiNxZBS0J",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","2JyKYAYaHEEwkOiNxZBS0J","3oNJ9yHi5FJuFnK8yg68Yt","0Lutqys6D3UQmJeJXWcI9a:2JyKYAYaHEEwkOiNxZBS0J->3oNJ9yHi5FJuFnK8yg68Yt","0Lutqys6D3UQmJeJXWcI9a","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","ELEMENT;IfcWall","MISSING","house - outer wall - house front right","3oNJ9yHi5FJuFnK8yg68Yt",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:20","IfcChimneyType;TYPE",,,,,,"house - chimney","10FwQBcdzD9ve3W6PvBTti",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","10FwQBcdzD9ve3W6PvBTti","3dkFAzOGrAIuOzY_RdrdVv","22pEICzjP0uQNvM7rXMZ6g:10FwQBcdzD9ve3W6PvBTti->3dkFAzOGrAIuOzY_RdrdVv","22pEICzjP0uQNvM7rXMZ6g","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:47","ELEMENT;IfcChimney","MISSING","house - chimney","3dkFAzOGrAIuOzY_RdrdVv",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:21","IfcWallType;TYPE",,,,,,"house - inner wall","3sv$5PJEr5hP_mSgN$A$GJ",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","3sv$5PJEr5hP_mSgN$A$GJ","2gTJhghMT81QThk15l2VwR","03jzp7gAn8ZhZ3yNm_TOEt:3sv$5PJEr5hP_mSgN$A$GJ->2gTJhghMT81QThk15l2VwR","03jzp7gAn8ZhZ3yNm_TOEt","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","ELEMENT;IfcWall","MISSING","house - inner wall","2gTJhghMT81QThk15l2VwR",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:22","IfcRoofType;TYPE",,,,,,"house - roof","0GE$iSXKL8jAEeHi$mszPq",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","0GE$iSXKL8jAEeHi$mszPq","2iPwJwpPDCSgMheXwk9cBT","3vwqwSGfL8LeMOHvcbNbYk:0GE$iSXKL8jAEeHi$mszPq->2iPwJwpPDCSgMheXwk9cBT","3vwqwSGfL8LeMOHvcbNbYk","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof","MISSING","house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,,,,,,,,,,,,,
