"~start_node_id","~start_node_labels","~start_node_property_properties::LoadBearing::kind","~start_node_property_properties::Status::kind","~start_node_property_properties::IsExternal::kind","~start_node_property_properties::Status::enumeration_name","~start_node_property_properties::LoadBearing::value","~start_node_property_name","~start_node_property_id","~start_node_property_properties::IsExternal::value","~start_node_property_properties::Status::domain","~start_node_property_properties::Status::value","~relationship_type","~relationship_property_rel_class","~relationship_property_from_id","~relationship_property_to_id","~relationship_property_id","~relationship_property_rel_id","~end_node_id","~end_node_labels","~end_node_property_predefined_type","~end_node_property_name","~end_node_property_id","~start_node_property_properties::ConstructionMethod::kind","~start_node_property_properties::ConstructionMethod::value","~start_node_property_quantities::NetVolume::kind","~start_node_property_quantities::Length::kind","~start_node_property_quantities::Width::value","~start_node_property_quantities::NetSideArea::value","~start_node_property_quantities::NetVolume::value","~start_node_property_quantities::Width::kind","~start_node_property_quantities::NetSideArea::kind","~start_node_property_quantities::Length::value","~start_node_property_quantities::CrossSectionArea::kind","~start_node_property_quantities::CrossSectionArea::value","~start_node_property_predefined_type","~start_node_property_code","~start_node_property_scheme_id","~start_node_property_uri"
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:23","IfcBeamType;TYPE",,,,,,"house - girder","1_UeVn6yDFiQNhUkRsBNZI",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1_UeVn6yDFiQNhUkRsBNZI","0fqX614OH1YO1Njdxms2$Q","0QaU_JWFP0egFTAfCdiIGO:1_UeVn6yDFiQNhUkRsBNZI->0fqX614OH1YO1Njdxms2$Q","0QaU_JWFP0egFTAfCdiIGO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","ELEMENT;IfcBeam","MISSING","girder","0fqX614OH1YO1Njdxms2$Q",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:24","IfcDiscreteAccessoryType;TYPE",,,,,,"beam shoe","1i7uuLYVf6ShdGFfCgAhuD",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1i7uuLYVf6ShdGFfCgAhuD","2r_8UEywH9_RLHe8z$Xa8J","2WxkgoJp57vPJ9Jr6S$j_w:1i7uuLYVf6ShdGFfCgAhuD->2r_8UEywH9_RLHe8z$Xa8J","2WxkgoJp57vPJ9Jr6S$j_w","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:48","ELEMENT;IfcDiscreteAccessory","MISSING","beam shoe","2r_8UEywH9_RLHe8z$Xa8J",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:25","IfcMaterial;MATERIAL",,,,,,"concrete_reinforced_in-situ","IfcMaterial:56",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:56","0pFmhV8oD1dB40_b4pscr8","0oKrXjQf58gwTDmoHg_xVx:IfcMaterial:56->0pFmhV8oD1dB40_b4pscr8","0oKrXjQf58gwTDmoHg_xVx","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:46","ELEMENT;IfcFooting","MISSING","house - foundation","0pFmhV8oD1dB40_b4pscr8",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","IfcMaterial;MATERIAL",,,,,,"stone_sand-lime","IfcMaterial:81",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","0DyViLJJ175RvWQi1rE7a6","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->0DyViLJJ175RvWQi1rE7a6","0sAYN8OJzFKu1rNoJBdSki","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","ELEMENT;IfcWall","MISSING","house - outer wall - house back","0DyViLJJ175RvWQi1rE7a6",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","IfcMaterial;MATERIAL",,,,,,"wood_spruce_beam","IfcMaterial:218",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","0fqX614OH1YO1Njdxms2$Q","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->0fqX614OH1YO1Njdxms2$Q","1NsDI1QVHFMfwizftDPlfC","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","ELEMENT;IfcBeam","MISSING","girder","0fqX614OH1YO1Njdxms2$Q",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:28","IfcMaterial;MATERIAL",,,,,,"metal_steel-galvanized","IfcMaterial:347",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:347","2r_8UEywH9_RLHe8z$Xa8J","0h96c29SfAxQbCDOLFZN7y:IfcMaterial:347->2r_8UEywH9_RLHe8z$Xa8J","0h96c29SfAxQbCDOLFZN7y","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:48","ELEMENT;IfcDiscreteAccessory","MISSING","beam shoe","2r_8UEywH9_RLHe8z$Xa8J",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,,,,,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","0pFmhV8oD1dB40_b4pscr8","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->0pFmhV8oD1dB40_b4pscr8","32VVuS88fAuuHaSNYFaS2D","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:46","ELEMENT;IfcFooting","MISSING","house - foundation","0pFmhV8oD1dB40_b4pscr8",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","IfcBuilding;SPATIAL",,,,,,"Single-family house","0c$N1CTon2BB2Sp89385G8",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","0c$N1CTon2BB2Sp89385G8","2iPwJwpPDCSgMheXwk9cBT","29g4gBcuH0hgx5H$n5Th1$:0c$N1CTon2BB2Sp89385G8->2iPwJwpPDCSgMheXwk9cBT","29g4gBcuH0hgx5H$n5Th1$","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof","MISSING","house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","IfcBuilding;SPATIAL",,,,,,"Single-family house","0c$N1CTon2BB2Sp89385G8",,,,"AGGREGATES","IfcRelAggregates","0c$N1CTon2BB2Sp89385G8","1Ano2ZUxnEIvVQ_beukl8b","2Z0bwx$9T0uvCFhebTd6KT:0c$N1CTon2BB2Sp89385G8->1Ano2ZUxnEIvVQ_beukl8b","2Z0bwx$9T0uvCFhebTd6KT","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:31","IfcProject;PROJECT",,,,,,"ifc silly sample scene - project","2Ndyd$OSX7s9A04nc4lyye",,,,"AGGREGATES","IfcRelAggregates","2Ndyd$OSX7s9A04nc4lyye","23sFQGRy90RxVbRHD9iSE2","0oxik3NHL8WwNmRqfgUDeo:2Ndyd$OSX7s9A04nc4lyye->23sFQGRy90RxVbRHD9iSE2","0oxik3NHL8WwNmRqfgUDeo","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:32","IfcSite;SPATIAL",,"environment - site","23sFQGRy90RxVbRHD9iSE2",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","0fqX614OH1YO1Njdxms2$Q","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->0fqX614OH1YO1Njdxms2$Q","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:40","ELEMENT;IfcBeam","MISSING","girder","0fqX614OH1YO1Njdxms2$Q",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:35","CLASSIFICATION_REF;IfcClassificationReference",,,,,,"Single-family house","IfcClassificationReference:35",,,,"ASSOCIATED_CLASSIFICATION","IfcRelAssociatesClassification","IfcClassificationReference:35","0c$N1CTon2BB2Sp89385G8","03PQtV4nbFoPd97bT_31oH:IfcClassificationReference:35->0c$N1CTon2BB2Sp89385G8","03PQtV4nbFoPd97bT_31oH","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","IfcBuilding;SPATIAL",,"Single-family house","0c$N1CTon2BB2Sp89385G8",,,,,,,,,,,,,,"E-AAA","IfcClassification:34","https://identifier.buildingsmart.org/uri/molio/cciconstruction/1.0/class/E-AAA"
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:23","IfcBeamType;TYPE",,,,,,"house - girder","1_UeVn6yDFiQNhUkRsBNZI",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1_UeVn6yDFiQNhUkRsBNZI","0rh7bRO0L9fg1NzgGKU$Ut","0QaU_JWFP0egFTAfCdiIGO:1_UeVn6yDFiQNhUkRsBNZI->0rh7bRO0L9fg1NzgGKU$Ut","0QaU_JWFP0egFTAfCdiIGO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","ELEMENT;IfcBeam","MISSING","girder","0rh7bRO0L9fg1NzgGKU$Ut",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","IfcMaterial;MATERIAL",,,,,,"stone_sand-lime","IfcMaterial:81",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","3SGBcf7Lv0r80vKtUCgOpf","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->3SGBcf7Lv0r80vKtUCgOpf","0sAYN8OJzFKu1rNoJBdSki","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","ELEMENT;IfcWall","MISSING","house - outer wall - house front","3SGBcf7Lv0r80vKtUCgOpf",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","IfcMaterial;MATERIAL",,,,,,"wood_spruce_beam","IfcMaterial:218",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","0rh7bRO0L9fg1NzgGKU$Ut","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->0rh7bRO0L9fg1NzgGKU$Ut","1NsDI1QVHFMfwizftDPlfC","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","ELEMENT;IfcBeam","MISSING","girder","0rh7bRO0L9fg1NzgGKU$Ut",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:28","IfcMaterial;MATERIAL",,,,,,"metal_steel-galvanized","IfcMaterial:347",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:347","2cc4uJUVv5BevbidUpn1H3","0h96c29SfAxQbCDOLFZN7y:IfcMaterial:347->2cc4uJUVv5BevbidUpn1H3","0h96c29SfAxQbCDOLFZN7y","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:49","ELEMENT;IfcDiscreteAccessory","MISSING","beam shoe","2cc4uJUVv5BevbidUpn1H3",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,,,,,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","0DyViLJJ175RvWQi1rE7a6","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->0DyViLJJ175RvWQi1rE7a6","32VVuS88fAuuHaSNYFaS2D","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:36","ELEMENT;IfcWall","MISSING","house - outer wall - house back","0DyViLJJ175RvWQi1rE7a6",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:33","IfcSite;SPATIAL",,,,,,"house - site","1Pbuu0tu59NfhrTsztVBK1",,,,"AGGREGATES","IfcRelAggregates","1Pbuu0tu59NfhrTsztVBK1","0c$N1CTon2BB2Sp89385G8","125RJLSU1E$x$3y4Ura4jb:1Pbuu0tu59NfhrTsztVBK1->0c$N1CTon2BB2Sp89385G8","125RJLSU1E$x$3y4Ura4jb","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:30","IfcBuilding;SPATIAL",,"Single-family house","0c$N1CTon2BB2Sp89385G8",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","0rh7bRO0L9fg1NzgGKU$Ut","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->0rh7bRO0L9fg1NzgGKU$Ut","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:41","ELEMENT;IfcBeam","MISSING","girder","0rh7bRO0L9fg1NzgGKU$Ut",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:23","IfcBeamType;TYPE",,,,,,"house - girder","1_UeVn6yDFiQNhUkRsBNZI",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1_UeVn6yDFiQNhUkRsBNZI","3roxUKbVv98xiUcl22_T07","0QaU_JWFP0egFTAfCdiIGO:1_UeVn6yDFiQNhUkRsBNZI->3roxUKbVv98xiUcl22_T07","0QaU_JWFP0egFTAfCdiIGO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","ELEMENT;IfcBeam","MISSING","girder","3roxUKbVv98xiUcl22_T07",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","IfcMaterial;MATERIAL",,,,,,"stone_sand-lime","IfcMaterial:81",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","3oNJ9yHi5FJuFnK8yg68Yt","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->3oNJ9yHi5FJuFnK8yg68Yt","0sAYN8OJzFKu1rNoJBdSki","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","ELEMENT;IfcWall","MISSING","house - outer wall - house front right","3oNJ9yHi5FJuFnK8yg68Yt",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","IfcMaterial;MATERIAL",,,,,,"wood_spruce_beam","IfcMaterial:218",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","3roxUKbVv98xiUcl22_T07","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->3roxUKbVv98xiUcl22_T07","1NsDI1QVHFMfwizftDPlfC","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","ELEMENT;IfcBeam","MISSING","girder","3roxUKbVv98xiUcl22_T07",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,,,,,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","3SGBcf7Lv0r80vKtUCgOpf","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->3SGBcf7Lv0r80vKtUCgOpf","32VVuS88fAuuHaSNYFaS2D","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:37","ELEMENT;IfcWall","MISSING","house - outer wall - house front","3SGBcf7Lv0r80vKtUCgOpf",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","3roxUKbVv98xiUcl22_T07","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->3roxUKbVv98xiUcl22_T07","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:42","ELEMENT;IfcBeam","MISSING","girder","3roxUKbVv98xiUcl22_T07",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:23","IfcBeamType;TYPE",,,,,,"house - girder","1_UeVn6yDFiQNhUkRsBNZI",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1_UeVn6yDFiQNhUkRsBNZI","0Lvk$Qa81D5et3l3a4S9Vk","0QaU_JWFP0egFTAfCdiIGO:1_UeVn6yDFiQNhUkRsBNZI->0Lvk$Qa81D5et3l3a4S9Vk","0QaU_JWFP0egFTAfCdiIGO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","ELEMENT;IfcBeam","MISSING","girder","0Lvk$Qa81D5et3l3a4S9Vk",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","IfcMaterial;MATERIAL",,,,,,"stone_sand-lime","IfcMaterial:81",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","3dkFAzOGrAIuOzY_RdrdVv","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->3dkFAzOGrAIuOzY_RdrdVv","0sAYN8OJzFKu1rNoJBdSki","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:47","ELEMENT;IfcChimney","MISSING","house - chimney","3dkFAzOGrAIuOzY_RdrdVv",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","IfcMaterial;MATERIAL",,,,,,"wood_spruce_beam","IfcMaterial:218",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","0Lvk$Qa81D5et3l3a4S9Vk","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->0Lvk$Qa81D5et3l3a4S9Vk","1NsDI1QVHFMfwizftDPlfC","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","ELEMENT;IfcBeam","MISSING","girder","0Lvk$Qa81D5et3l3a4S9Vk",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,,,,,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","3oNJ9yHi5FJuFnK8yg68Yt","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->3oNJ9yHi5FJuFnK8yg68Yt","32VVuS88fAuuHaSNYFaS2D","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:38","ELEMENT;IfcWall","MISSING","house - outer wall - house front right","3oNJ9yHi5FJuFnK8yg68Yt",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","0Lvk$Qa81D5et3l3a4S9Vk","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->0Lvk$Qa81D5et3l3a4S9Vk","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:43","ELEMENT;IfcBeam","MISSING","girder","0Lvk$Qa81D5et3l3a4S9Vk",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:23","IfcBeamType;TYPE",,,,,,"house - girder","1_UeVn6yDFiQNhUkRsBNZI",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1_UeVn6yDFiQNhUkRsBNZI","2ddLgAnQf4mBfh5IpUp54U","0QaU_JWFP0egFTAfCdiIGO:1_UeVn6yDFiQNhUkRsBNZI->2ddLgAnQf4mBfh5IpUp54U","0QaU_JWFP0egFTAfCdiIGO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","ELEMENT;IfcBeam","MISSING","girder","2ddLgAnQf4mBfh5IpUp54U",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:26","IfcMaterial;MATERIAL",,,,,,"stone_sand-lime","IfcMaterial:81",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:81","2gTJhghMT81QThk15l2VwR","0sAYN8OJzFKu1rNoJBdSki:IfcMaterial:81->2gTJhghMT81QThk15l2VwR","0sAYN8OJzFKu1rNoJBdSki","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","ELEMENT;IfcWall","MISSING","house - inner wall","2gTJhghMT81QThk15l2VwR",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","IfcMaterial;MATERIAL",,,,,,"wood_spruce_beam","IfcMaterial:218",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","2ddLgAnQf4mBfh5IpUp54U","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->2ddLgAnQf4mBfh5IpUp54U","1NsDI1QVHFMfwizftDPlfC","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","ELEMENT;IfcBeam","MISSING","girder","2ddLgAnQf4mBfh5IpUp54U",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,,,,,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","3dkFAzOGrAIuOzY_RdrdVv","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->3dkFAzOGrAIuOzY_RdrdVv","32VVuS88fAuuHaSNYFaS2D","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:47","ELEMENT;IfcChimney","MISSING","house - chimney","3dkFAzOGrAIuOzY_RdrdVv",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2ddLgAnQf4mBfh5IpUp54U","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2ddLgAnQf4mBfh5IpUp54U","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:44","ELEMENT;IfcBeam","MISSING","girder","2ddLgAnQf4mBfh5IpUp54U",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:23","IfcBeamType;TYPE",,,,,,"house - girder","1_UeVn6yDFiQNhUkRsBNZI",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1_UeVn6yDFiQNhUkRsBNZI","2fjJuPht9EIQaZQYZfC1Op","0QaU_JWFP0egFTAfCdiIGO:1_UeVn6yDFiQNhUkRsBNZI->2fjJuPht9EIQaZQYZfC1Op","0QaU_JWFP0egFTAfCdiIGO","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","ELEMENT;IfcBeam","MISSING","girder","2fjJuPht9EIQaZQYZfC1Op",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:27","IfcMaterial;MATERIAL",,,,,,"wood_spruce_beam","IfcMaterial:218",,,,"ASSOCIATED_MATERIAL","IfcRelAssociatesMaterial","IfcMaterial:218","2fjJuPht9EIQaZQYZfC1Op","1NsDI1QVHFMfwizftDPlfC:IfcMaterial:218->2fjJuPht9EIQaZQYZfC1Op","1NsDI1QVHFMfwizftDPlfC","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","ELEMENT;IfcBeam","MISSING","girder","2fjJuPht9EIQaZQYZfC1Op",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:29","IfcBuildingStorey;SPATIAL",,,,,,"00 groundfloor","1Ano2ZUxnEIvVQ_beukl8b",,,,"CONTAINED_IN","IfcRelContainedInSpatialStructure","1Ano2ZUxnEIvVQ_beukl8b","2gTJhghMT81QThk15l2VwR","32VVuS88fAuuHaSNYFaS2D:1Ano2ZUxnEIvVQ_beukl8b->2gTJhghMT81QThk15l2VwR","32VVuS88fAuuHaSNYFaS2D","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:39","ELEMENT;IfcWall","MISSING","house - inner wall","2gTJhghMT81QThk15l2VwR",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2fjJuPht9EIQaZQYZfC1Op","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2fjJuPht9EIQaZQYZfC1Op","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:45","ELEMENT;IfcBeam","MISSING","girder","2fjJuPht9EIQaZQYZfC1Op",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2r_8UEywH9_RLHe8z$Xa8J","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2r_8UEywH9_RLHe8z$Xa8J","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:48","ELEMENT;IfcDiscreteAccessory","MISSING","beam shoe","2r_8UEywH9_RLHe8z$Xa8J",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:34","ELEMENT;IfcRoof",,,,,,"house - roof","2iPwJwpPDCSgMheXwk9cBT",,,,"AGGREGATES","IfcRelAggregates","2iPwJwpPDCSgMheXwk9cBT","2cc4uJUVv5BevbidUpn1H3","29hd6AocXDXOth5fT8VPXL:2iPwJwpPDCSgMheXwk9cBT->2cc4uJUVv5BevbidUpn1H3","29hd6AocXDXOth5fT8VPXL","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:49","ELEMENT;IfcDiscreteAccessory","MISSING","beam shoe","2cc4uJUVv5BevbidUpn1H3",,,,,,,,,,,,,"MISSING",,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:24","IfcDiscreteAccessoryType;TYPE",,,,,,"beam shoe","1i7uuLYVf6ShdGFfCgAhuD",,,,"DEFINED_BY_TYPE","IfcRelDefinesByType","1i7uuLYVf6ShdGFfCgAhuD","2cc4uJUVv5BevbidUpn1H3","2WxkgoJp57vPJ9Jr6S$j_w:1i7uuLYVf6ShdGFfCgAhuD->2cc4uJUVv5BevbidUpn1H3","2WxkgoJp57vPJ9Jr6S$j_w","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:49","ELEMENT;IfcDiscreteAccessory","MISSING","beam shoe","2cc4uJUVv5BevbidUpn1H3",,,,,,,,,,,,,,,,
"4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:32","IfcSite;SPATIAL",,,,,,"environment - site","23sFQGRy90RxVbRHD9iSE2",,,,"AGGREGATES","IfcRelAggregates","23sFQGRy90RxVbRHD9iSE2","1Pbuu0tu59NfhrTsztVBK1","3zDClUSv10BgOdMB11_kd4:23sFQGRy90RxVbRHD9iSE2->1Pbuu0tu59NfhrTsztVBK1","3zDClUSv10BgOdMB11_kd4","4:23bc656a-a591-4f3c-b93e-c04bc64f1e52:33","IfcSite;SPATIAL",,"house - site","1Pbuu0tu59NfhrTsztVBK1",,,,,,,,,,,,,,,,